4348328604874216,6099859539,命运的礼物都有他的价格，而这个价格，我蔡徐坤付的起//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348326151251581,6099859539,人只要不失去方向，就不会失去自我。//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348325185982311,6099859539,命运不会亏待正在努力变好的你//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348322825194483,6099859539,时间会证明一切 就是不要害怕，真的，不要害怕 我们会越来越好，不要害怕”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348321856352586,6099859539,越努力，越幸运；越自律，越优秀。//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348318933287670,6099859539,从现在开始努力，一切都来得及//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348318924629873,6099859539,写歌和唱歌就像睡觉一定要穿最舒服的衣服，不一定要多贵多华丽，自己舒服就好”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348315535325090,6099859539,未来我们还有很多年 //@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348311966220842,6099859539,“人呐，就是这样，别人怎么对你，你就想怎么还回去 但我不愿意这样，所以我不去给任何人，任何年龄定义”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348308640582781,6099859539,“花花世界，静守己心”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4310735851108448,1420702335,③元１万汾+薇8399315[xkl抚摸]爱你你们要的吹头发#这就是灌篮##十一长假要开始了# #常抖腿是一种病# ,2018-11-26,0,0,0,0
4305930906302621,1420702335,⑶元１万粉+薇8399695[cc心虚]很帅吧旁边好多狗，拍完就溜 #这就是灌篮# #李小璐名誉权案胜诉# ,2018-11-13,0,0,0,0
4305891538561820,1420702335,③元⑴万紛+薇3790200[bobo不要啊]陪我聊天，私我正在看着你求邓伦杨紫再合作超话#十一长假要开始了# ,2018-11-13,1,0,0,0
4305852011868028,1420702335,⒊元⒈万粉+薇7352576[moc路过]很帅吧，喜欢的点赞你没钥匙这辈子跟我走吧 #这就是灌篮##顾客发现自己被特殊备注# ,2018-11-13,0,0,0,0
4298494598691221,6786857775,【中国恒天集团有限公司党委书记、董事长张杰接受纪律审查和监察调查】据中央纪委国家监委驻国资委纪检监察组、北京市纪委监委消息：中国恒天集团有限公司党委书记、董事长张杰涉嫌严重违纪违法，目前正接受纪律审查和监察调查。 ,2018-10-24,0,0,0,0
4298494556738056,6786857775,截至8月底，开鲁县机关、事业单位和企业退休人员基本养老金调整及补发工作已全部完成。其中，机关事业单位方面，人均调整养老金205.01元，共涉及4140人，涉及资金674.9万元；企业方面，人均调资134.96元，共涉及15877人，涉及资金1718.2万元。 ,2018-10-24,0,0,0,0
4358371257480800,3738195311,很多股票，包括公众号里面的都会涨，只是你买早了会难受，跌几天，震荡一段时间你也受不了，懂吗？再好的股票买入不要太急，多看看我以前微博和公众号内容，都在，明天跟你们聊 ,2019-04-07,11,0,0,0
4356188408237698,3738195311,排队集合！专属签到 ,2019-04-01,0,0,0,0
4354743910219508,3738195311,今天回答够多了   明天聊 ,2019-03-28,0,0,0,0
4354376358881304,3738195311,都来集合下，铁粉专属，待会说操作 ,2019-03-27,0,0,0,0
4313422478201169,3738195311,"创投真的是一地鸡毛,今天等反抽的资金也扛不住了,除了独角兽的超华科技硬顶以外,在百分之三十杀跌后仍然继续杀跌,5g龙头也被某人买挂了,导致整个板块下跌不断,次新,券商都崩了,这里的市场情绪已经进入冰点。中线我的观点依旧保持不变,无论这 ",2018-12-04,0,0,0,0
4311250172782146,3738195311,小跌小买，大跌大买，跨年行情剑指3100目标不变[加油] ,2018-11-28,0,0,0,0
4308716163612205,3738195311,指数到2650差不多了，不会跌多少的，创投高低位切换，高位的也死不了，调二天还有一冲，不过盈亏比不划算，今天找些低位的创投是最合适的 ,2018-11-21,0,0,0,0
4308349472805817,3738195311,"这创投是真强啊,比去年的雄安是有过之而无不及啊,昨天好多创投都走在c段,今天还继续拉,拉的都不背驰了,现在资金是拼命挖掘低位的,只要和创投挂上钩就是板,真是鸡犬升天,和当时的雄安一摸一样,目前来讲肯定是没到头,但是注意可能会有突然一 ",2018-11-20,0,0,0,0
4306899627107326,3738195311,今天创投是卖点，砸，后面还有第二波 ,2018-11-16,0,0,0,0
4304363453212057,3738195311,周五的解大盘说的很清楚，一分钟上走完总要有个回落的，不过千万别指望回落会有多深，现在很多票已经走出中线的走势了，这几天的回落就是你最好的加仓机会，没啥好说的，还是那个字，干！复盘晚上老时间，欢迎收看 ,2018-11-09,0,0,0,0
4333888727862852,6803241593,"换帅算是本周最大的消息了,之前还辟谣,呵呵。利好?不见得,之前刘上来的时候大家也是普遍说好,第二天还涨了百分之二,现在呢?墙倒众人推,大众只关心自己的账户亏了还是赚了,亏了就是你做的不好,管你做了些什么事。赚了就是自己操作牛逼。谁来 ",2019-01-29,4,0,0,0
4329859175936070,6803241593,"五分钟三买出现，2440短期不会破了，该加仓加仓，该开新仓开新仓，跨年行情开启，时间点也刚好到我说的17,18号。主线创投独角兽，新基建 ",2019-01-18,0,0,0,0
4328753653787546,6803241593,这二天被问的最多的就是新股上市不设涨跌停限制是不是利好，周一能不能追？其实新股以前都是没有涨跌停的啊，不了解的去看看002051，或者看看禅师108课的，我是如何在N中工上提款的这篇文章，或者看看601857。这消息怎么就变利好了呢？反正我是没想明白，今天我只会卖次新，不会买 ,2019-01-15,0,0,0,0
4328411033568640,6803241593,【002893 华通热力】明日早盘强势拉升出局，勿追！没有方向的朋友见私信！ ,2019-01-14,0,0,0,0
4326958425258168,6803241593,新基建，未来最有可能的主流板块。不过这个板块细分领域太多，从12月的5g基站，到1月初的特高压，这二天资金开始攻击轨交了，充电桩，人工智能，大数据中心建设，工业互联网这四个板块还没炒，未来会轮着来嘛？ ,2019-01-10,0,0,0,0
4325841552693941,6803241593,本id微博正式更名为--空观呓语，以后不会再改了 ,2019-01-07,0,0,0,0
4325464946291982,6803241593,"2449已破,虽然周五大阳加降准,但市场传言的向券商注资并未确认,每天的缠解大盘讲的也很清楚,这里会有个一分钟级别反弹来构筑五分钟级别大B,走完后不排除还有新低,2440不一定就是这次的底,按我的测算应该在2385到2415区间,时间应该在下下周。 ",2019-01-06,0,0,0,0
4324754435257654,6803241593,一分钟级别反弹用一个盘整完成了，量也没起来，这样看来，是要形成五分钟三卖了，前天加仓的注意减仓，大概率要破2449去了，等完成五分钟趋势后再回来吧 ,2019-01-04,0,0,0,0
4322552358412101,6803241593,$上证指数 sh000001$独立行情！火了！明天2018收官之作见私信！ ,2018-12-29,0,0,0,0
4322262578558832,6803241593,$上证指数 sh000001$独立行情！火了！明天2018收官之作见私信！ ,2018-12-28,0,0,0,0
4313895789505101,6624781865,"CHINA OFFICIALS TOLD TO PREPARE RESUMING U.S. SOY, LNG IMPORTS ",2018-12-05,8,0,0,0
4313507082607934,6624781865,我18岁以前都在农村生活，你们城里人不懂一句最扯淡的话就是，“丰收的喜悦”。 ,2018-12-04,0,0,0,0
4313170648567310,6624781865,今天只踢出来个印花税和手续费 ,2018-12-03,0,0,0,0
4311367672061953,6624781865,一篇禁文让南华商品指数名扬天下，股票圈的朋友都一脸懵逼，问南华是啥 ,2018-11-28,0,0,0,0
4310256722723818,6624781865,各客户：本轮钢材价格跌幅已较大，在供需基本面相对平稳前提下，体现出市场心态恐慌过度。目前价格已接近部分钢厂成本线，后续暂不具备继续大幅下跌的条件，请各客户端正心态，努力维持价格稳定。今日销售价格不得低于3950元/吨，低价销售亏损自负，请严格执行！石横特钢集团有限公司? 2018年11月25日 ,2018-11-25,0,0,0,0
4309205374576861,6624781865,IC的持仓已经接近15年5、6月的规模，这是IH、IF上都没有出现的现象 ,2018-11-22,0,0,0,0
4301958640733646,6624781865,家里唯一的快乐 林登万大人的微博视频 ,2018-11-02,0,0,0,0
4298690438823217,6624781865,经历了失去之痛，才懂得以往所有失败的痛，不过是因为得不到，却总被冠以失去之名。 ,2018-10-24,0,0,0,0
4296510549688439,6624781865,甲的股票亏50%时，乙去抄底；当甲亏90%时，乙亏多少 ,2018-10-18,0,1,0,0
4306903125311593,6753125201,#慧眼财经#早评：周四又是百股涨停，这是本周第三次，也是2015股灾后的最密集涨停期，这样的行情，如果你还没有看懂，那么现在开始看多也不晚，因为2638是中国股市新起点，今天就要准备2449后的新高，一旦有效过2676，那么下周2727信手拈来。 ,2018-11-16,6,0,0,0
4306641619108713,6753125201,午盘已经收盘了，单子出来的等晚盘再看，停盘还持仓的风险很大，没必要去冒这个险。有持仓的最好先给我看看还能给你个建议，如果开盘走了反方向连做单思路都会打乱，行情不会跟着你的方向走，只能靠我们自己把握。 ,2018-11-15,0,0,0,0
4306540876036506,6753125201,昨日两市小幅低开后，放量震荡走高，尾盘快回下跌，收于2630点，创业板受到政策压制，冲高回落，与早盘分析一致。从盘面上看，大幅度的放量，导致了资金加速外流，市场将进入震荡期，资金相互掩护撤出的动作非常明显，短线回调压力增大。 ,2018-11-15,0,0,0,0
4306301581990452,6753125201,股市预报:在政策性利好不断背景下，股价止跌，中线指标处于底部，但主力控盘意愿不强，此位置继续呈弱势震荡调整可能性较大;另外60分钟指标也呈弱势震荡情势。目前因大盘处于阶段性底部区域，强势牛股会层出不穷，此时是技术高手表现的大好时机。 ,2018-11-14,0,0,0,0
4306227548570906,6753125201,昨天深交所发文提示恒立实业风险，总龙头恒立实业早盘有一个下坠动作，但跌完了也就是绿盘横着，其它几个板块龙头德新交运、春兴精工、群兴玩具都是绿盘横着这种走势，并没有被按核按钮。 ,2018-11-14,0,0,0,0
4306176641915687,6753125201,昨天我说大盘低开高走，k线上能收红，即收根假阳线，但是大盘比我想的还要强很多，大盘放巨量，这么强势，短期内机会大于风险。大盘到了敏感节点，短期压力是2700点，这个位置压力较大，今天上冲的可能不大，大部队需要休整。 ,2018-11-14,0,0,0,0
4305916159590810,6753125201,"沪指涨0.93%，深成指涨1.68%,创业板指涨1.7%，今天的表现像个纯爷们儿[强]，自信源于对短期底部的精准判断。权重股已经出现在化妆间，涨幅较大的中小盘可以开始适当部分止盈减仓。 ? ",2018-11-13,0,0,0,0
4305815839606325,6753125201,；股指继续上行有缺口，上一个平台的集中放量点的双重压力，今天借昨夜外盘不良走势先震荡，回踩，蓄势后再考虑继续向上是比较不错的节奏。策略:如果高开到2640以上先减仓，降低仓位，等下来再接;如果低开，回踩到2610点一线可逢低接回一些超跌优质股 ,2018-11-13,0,0,0,0
4305553334867671,6753125201,早盘中小创持续走高，单边上扬，沪深指数同时震荡攀高，终双双收涨，其中深成指涨幅相对较大，沪指尝试回补上周五留下的缺口。盘面上，创投概念持续火热，板块绝大多数上扬，电器仪表、环保等板块涨幅居前，酿酒、煤炭等板块跌幅居前。 ,2018-11-12,0,0,0,0
4305453254734731,6753125201,在总体的看法上，不易过于悲观，耐心等待趋势的进一步确认。操作上，短线今天如果中阳反弹，则不追。如果股指继续回踩调整，则有序布局，但一定要严格执行仓位控制，下一个重要的时间窗口是11月14日。中波段继续耐心持股。寻找与大哥一起坚定的持股者。 ,2018-11-12,0,0,0,0
4348328604874216,6099859539,命运的礼物都有他的价格，而这个价格，我蔡徐坤付的起//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348326151251581,6099859539,人只要不失去方向，就不会失去自我。//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348325185982311,6099859539,命运不会亏待正在努力变好的你//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348322825194483,6099859539,时间会证明一切 就是不要害怕，真的，不要害怕 我们会越来越好，不要害怕”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348321856352586,6099859539,越努力，越幸运；越自律，越优秀。//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348318933287670,6099859539,从现在开始努力，一切都来得及//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348318924629873,6099859539,写歌和唱歌就像睡觉一定要穿最舒服的衣服，不一定要多贵多华丽，自己舒服就好”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348315535325090,6099859539,未来我们还有很多年 //@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348311966220842,6099859539,“人呐，就是这样，别人怎么对你，你就想怎么还回去 但我不愿意这样，所以我不去给任何人，任何年龄定义”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4348308640582781,6099859539,“花花世界，静守己心”//@ikun琴603:蔡徐坤,2019-03-10,0,0,0,1
4519336834918403,3173919185,阳光季-光已清冷,2020-06-24 16:27:13,0,0,0,1
4518955589210602,3173919185,,2020-06-23,0,0,0,1
4518585655080673,3173919185,五月的情话,2020-06-22,0,0,0,1
4518217999141800,3173919185,很多时候；突然一下见不到那个人了、都是在跟Ta分别的时候、才知道自己已经不知不觉地对那个人产生了很强的依恋，一个人发现自己爱上一个人……#房地产# ,2020-06-21,0,0,0,0
4517883164229893,3173919185,转发微博,2020-06-20,0,0,0,1
4517525205847539,3173919185,而是可以不做你不想做的，大半是该用真情时太过动脑筋：这是人最大的悲哀：【反思】1.求而不得：5.幸福是个比较级：4.一句“拿着胜过十句“我会给你的”；3.自由不是做你想做的、而在该用脑筋时又太感情用事，得而不惜。#见面吧电台# ,2020-06-19,0,0,0,0
4516848676127710,3173919185,最后一次说爱你,2020-06-17,0,0,0,1
4516499299934212,3173919185,转发微博,2020-06-16,0,0,0,1
4514751382294995,3173919185,,2020-06-11,0,0,0,1
4514607525564706,3173919185,,2020-06-11,0,0,0,1
4519380384626167,6221438006,4.喜欢简单鞋子的女子个性敏感，爱好自由、任何事物在每个人的心中都有自己的价值吧。#如梦之梦##校园拍客# ,2020-06-24 17:27:17,0,0,0,0
4519135722203675,6221438006,【清晨做好四件事让你彻底变瘦】早晨起来，你会发现原来瘦身可以这么容易……做好这简单的4件事#伊卡尔迪# ,2020-06-24 16:27:17,0,0,0,0
4519014377016479,6221438006,可乐焖鸡新亮点、可乐增添色泽味更鲜；锐哥嘴馋戏称看文怡做菜险些要“脱水”：“以其油炸其身”#沃联天下遇见未来##王者模拟战##巨蟹座爱情# ,2020-06-23,0,0,0,0
4518339043868729,6221438006,转发微博,2020-06-21,0,0,0,1
4517670785969472,6221438006,转发微博,2020-06-19,0,0,0,1
4517489943754731,6221438006,,2020-06-19,0,0,0,1
4516953954689089,6221438006,,2020-06-17,0,0,0,1
